iter	Logloss
579	0.3478188208
580	0.3476728481
581	0.3474737065
582	0.3472882309
583	0.3471218117
584	0.3469573449
585	0.346783952
586	0.3466512109
587	0.3465386456
588	0.3462550358
589	0.3461075961
590	0.3458599373
591	0.3457186313
592	0.3455533558
593	0.345270687
594	0.3451343206
595	0.3449907323
596	0.3448489019
597	0.344686489
598	0.3445686582
599	0.3444459804
600	0.3442583652
601	0.3440908386
602	0.3439435737
603	0.3437968757
604	0.3436070364
605	0.3435092861
606	0.3433800495
607	0.3432357038
608	0.3430597849
609	0.3429002723
610	0.3427664328
611	0.3426272203
612	0.3425009925
613	0.3423558515
614	0.3421895789
615	0.3420432494
616	0.3418326179
617	0.3416791879
618	0.341537866
619	0.3414113356
620	0.3411000753
621	0.3409564104
622	0.3408337972
623	0.340669587
624	0.3405133283
625	0.3403915469
626	0.340067125
627	0.3396987364
628	0.3394852027
629	0.3393695213
630	0.339193706
631	0.3390359479
632	0.3389060871
633	0.3387576901
634	0.3385747571
635	0.3383908588
636	0.3382485377
637	0.3380859897
638	0.3379027427
639	0.3377042026
640	0.3375327531
641	0.3373898461
642	0.3372504101
643	0.337119398
644	0.3370192627
645	0.3367778038
646	0.3366047831
647	0.336454868
648	0.3362689883
649	0.3361491296
650	0.3360107872
651	0.3358107349
652	0.3356774538
653	0.3355202177
654	0.335410843
655	0.3352316711
656	0.3350639148
657	0.3348550377
658	0.3347053521
659	0.3345650017
660	0.334442077
661	0.3342902229
662	0.3341029302
663	0.3339647939
664	0.333845789
665	0.333602866
666	0.3334603109
667	0.3333245057
668	0.3331906738
669	0.3330606816
670	0.3329155356
671	0.3327656937
672	0.3326144784
673	0.3324757534
674	0.3323034086
675	0.3321502557
676	0.3320039207
677	0.3318499527
678	0.3316750044
679	0.3315599719
680	0.3314356104
681	0.3312179079
682	0.3310850318
683	0.3309139285
684	0.3307739559
685	0.3306482802
686	0.3305019867
687	0.3303400542
688	0.33016338
689	0.3300419146
690	0.3298807621
691	0.3297350149
692	0.3295893297
693	0.3294782945
694	0.329317483
695	0.3291831502
696	0.3289876597
697	0.3288179763
698	0.3286334721
699	0.3284734964
